categoria,disponibilidade,preco_com_taxa,preco_sem_taxa,rating,titulo,url_imagem
Young Adult,5,41.73,41.73,4,Where She Went (If I Stay #2),https://books.toscrape.com/media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg
Nonfiction,5,48.67,48.67,2,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,https://books.toscrape.com/media/cache/be/98/be98641184d97b2fad1bc6c90c571b80.jpg
Young Adult,5,47.31,47.31,4,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",https://books.toscrape.com/media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg
Historical Fiction,5,32.97,32.97,4,World Without End (The Pillars of the Earth #2),https://books.toscrape.com/media/cache/58/b5/58b5730dd82cbcf6560cf0ab8b56cd9f.jpg
History,6,58.55,58.55,4,Catherine the Great: Portrait of a Woman,https://books.toscrape.com/media/cache/37/3a/373af6af58a00ca69602d74b81951ac4.jpg
Sequential Art,6,36.39,36.39,3,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",https://books.toscrape.com/media/cache/c7/11/c7117547293ca3bb7a6a78e6603f2f8e.jpg
Fiction,6,40.32,40.32,4,Deception Point,https://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg
Sequential Art,6,20.96,20.96,4,"Fruits Basket, Vol. 6 (Fruits Basket #6)",https://books.toscrape.com/media/cache/cd/b5/cdb5bd3a70cd857879120b4a90192bda.jpg
Add a comment,6,56.59,56.59,4,Fun Home: A Family Tragicomic,https://books.toscrape.com/media/cache/48/c1/48c15c510ce0089db10a4f5f9fce7ecd.jpg
Nonfiction,6,42.14,42.14,3,"Girl, Interrupted",https://books.toscrape.com/media/cache/9d/6c/9d6c5f23127bf494bc226daa02bc7daf.jpg
Thriller,6,18.32,18.32,2,Give It Back,https://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg
Self Help,6,46.49,46.49,5,How to Stop Worrying and Start Living,https://books.toscrape.com/media/cache/64/0c/640cfc86cd3943cef402dc6082497eec.jpg
Nonfiction,6,49.98,49.98,4,In Cold Blood,https://books.toscrape.com/media/cache/78/52/7852b87face58f30b46004a4a4270f2d.jpg
Mystery,6,38.38,38.38,2,In the Woods (Dublin Murder Squad #1),https://books.toscrape.com/media/cache/13/47/13470484ded8c835ce03b662fc863a1a.jpg
Fiction,6,19.02,19.02,1,Me Before You (Me Before You #1),https://books.toscrape.com/media/cache/81/c3/81c36cb2510dc47892dde52f3989a53f.jpg
Add a comment,6,48.51,48.51,3,Mere Christianity,https://books.toscrape.com/media/cache/d7/ce/d7ce17649c77c9addfcf265012d0436e.jpg
Default,6,46.58,46.58,1,Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/media/cache/ef/e7/efe7be2e15323d5bee36c37e953b1cad.jpg
Add a comment,6,19.27,19.27,4,Pride and Prejudice,https://books.toscrape.com/media/cache/6a/87/6a8706826789aa47fbbb8a2459b4c616.jpg
Default,6,30.6,30.6,3,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/media/cache/1e/d2/1ed2c2f8f406ed7ed90a58f73d4f1058.jpg
Young Adult,6,50.96,50.96,2,Tell the Wolves I'm Home,https://books.toscrape.com/media/cache/78/48/784872c69237efaf5df8c0282280ff05.jpg
Food and Drink,6,59.92,59.92,5,The Barefoot Contessa Cookbook,https://books.toscrape.com/media/cache/5f/c1/5fc1de838c428ae58f3a9ec08825d179.jpg
Add a comment,6,46.85,46.85,3,The God Delusion,https://books.toscrape.com/media/cache/30/35/3035b6c5dc0a48a83fbe84eb37e76f10.jpg
Add a comment,6,18.77,18.77,1,The Golden Compass (His Dark Materials #1),https://books.toscrape.com/media/cache/a5/13/a513b65a8f7696c8aec48a607f7f90d3.jpg
Travel,6,30.54,30.54,1,The Great Railway Bazaar,https://books.toscrape.com/media/cache/d5/82/d582f6b0261c2842330e893962276295.jpg
Default,6,17.8,17.8,5,The Hobbit (Middle-Earth Universe),https://books.toscrape.com/media/cache/17/06/1706d016ec39ba3caad03b49737fefc7.jpg
Historical Fiction,6,37.34,37.34,1,The Invention of Wings,https://books.toscrape.com/media/cache/7a/b0/7ab00e6956f540bfe0018656d5bfe1e4.jpg
Add a comment,6,43.27,43.27,4,The Joy of Cooking,https://books.toscrape.com/media/cache/2c/81/2c8137d1d0a3ebb2f74d7abf45916606.jpg
Default,6,31.58,31.58,2,The Makings of a Fatherless Child,https://books.toscrape.com/media/cache/2f/b6/2fb66b628ee51169b91cdfce8b68d929.jpg
Nonfiction,6,59.45,59.45,4,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/media/cache/d7/58/d758851b2790471b1de776f49a997157.jpg
Mystery,6,24.8,24.8,4,The Mysterious Affair at Styles (Hercule Poirot #1),https://books.toscrape.com/media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg
Default,6,55.02,55.02,3,The Perks of Being a Wallflower,https://books.toscrape.com/media/cache/28/21/28219255776fb162c82ebac3cdddcf90.jpg
History,6,39.67,39.67,2,The Rise and Fall of the Third Reich: A History of Nazi Germany,https://books.toscrape.com/media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg
Default,6,57.84,57.84,5,The Sound Of Love,https://books.toscrape.com/media/cache/90/df/90dfdcadfcff9cd39f6f933ac11c9241.jpg
Fantasy,7,44.81,44.81,4,A Gathering of Shadows (Shades of Magic #2),https://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg
History,7,52.4,52.4,5,A Short History of Nearly Everything,https://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg
Travel,7,44.34,44.34,2,A Summer In Europe,https://books.toscrape.com/media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg
Philosophy,7,29.93,29.93,5,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",https://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg
Biography,7,48.19,48.19,3,Benjamin Franklin: An American Life,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg
Mystery,7,20.89,20.89,4,Delivering the Truth (Quaker Midwife Mystery #1),https://books.toscrape.com/media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg
Fantasy,7,12.16,12.16,5,Every Heart a Doorway (Every Heart A Doorway #1),https://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg
Nonfiction,7,46.64,46.64,2,Finding God in the Ruins: How God Redeems Pain,https://books.toscrape.com/media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg
Nonfiction,7,45.13,45.13,3,For the Love: Fighting for Grace in a World of Impossible Standards,https://books.toscrape.com/media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg
Sequential Art,7,19.57,19.57,1,"Fruits Basket, Vol. 7 (Fruits Basket #7)",https://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg
Add a comment,7,37.05,37.05,5,Good in Bed (Cannie Shapiro #1),https://books.toscrape.com/media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg
Food and Drink,7,28.25,28.25,2,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,https://books.toscrape.com/media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg
Food and Drink,7,46.01,46.01,4,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),https://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg
Add a comment,7,57.43,57.43,4,John Adams,https://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg
Fantasy,7,39.61,39.61,5,King's Folly (The Kinsman Chronicles #1),https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg
Poetry,7,51.17,51.17,5,Leave This Song Behind: Teen Poetry at Its Best,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg
Default,7,13.22,13.22,4,Life of Pi,https://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg
Christian Fiction,7,28.77,28.77,2,Like Never Before (Walker Family #2),https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg
Fiction,7,49.67,49.67,3,Memoirs of a Geisha,https://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg
Womens Fiction,7,43.58,43.58,3,Meternity,https://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg
Food and Drink,7,11.38,11.38,5,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",https://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg
Young Adult,7,50.35,50.35,4,Nightstruck: A Novel,https://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg
Childrens,7,52.87,52.87,3,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg
Fiction,7,40.2,40.2,4,Sister Dear,https://books.toscrape.com/media/cache/2a/0a/2a0a1543dd5f3edc407ab9989f29e992.jpg
Romance,7,20.9,20.9,3,"Sit, Stay, Love",https://books.toscrape.com/media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg
Default,7,20.9,20.9,2,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,https://books.toscrape.com/media/cache/6c/ea/6cea146ec9b4ee83061108782aef7d32.jpg
Add a comment,7,20.12,20.12,5,Team of Rivals: The Political Genius of Abraham Lincoln,https://books.toscrape.com/media/cache/be/22/be229bc9bc4655c7cb2c906998d5ef2e.jpg
Default,7,33.17,33.17,4,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://books.toscrape.com/media/cache/08/3a/083ad6c527d14b1621806d17ed6f13e9.jpg
Art,7,32.34,32.34,2,The Art Book,https://books.toscrape.com/media/cache/76/90/76904c101329aa50b6653f399318970b.jpg
Mystery,7,52.3,52.3,5,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),https://books.toscrape.com/media/cache/38/a4/38a44ac4f642f4717d865c81ec594529.jpg
Fiction,7,42.78,42.78,4,The Bourne Identity (Jason Bourne #1),https://books.toscrape.com/media/cache/fe/a4/fea443d174c2c9f0c7903f6c6a3ecc62.jpg
Historical Fiction,7,16.62,16.62,3,The Constant Princess (The Tudor Court #1),https://books.toscrape.com/media/cache/ed/52/ed52651826bb23d853aead2753c9befc.jpg
Add a comment,7,35.67,35.67,3,The Drowning Girls,https://books.toscrape.com/media/cache/8f/83/8f83b65ba6a734aa7f40675b74a17c21.jpg
Biography,7,39.55,39.55,1,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg
Add a comment,7,16.24,16.24,1,The Glass Castle,https://books.toscrape.com/media/cache/38/03/3803cd158a57e03763dc2200f81eba65.jpg
Default,7,49.03,49.03,3,The Good Girl,https://books.toscrape.com/media/cache/00/f2/00f23edcef10a5ece4e179f08271f19c.jpg
Default,7,36.05,36.05,4,The Great Gatsby,https://books.toscrape.com/media/cache/21/69/21697f1564ae6776ca9280b17455c1b6.jpg
Science,7,10.01,10.01,4,The Origin of Species,https://books.toscrape.com/media/cache/d5/45/d54527d34174d5dd7eaeaaffdfcb3c5c.jpg
Art,7,41.14,41.14,4,The Story of Art,https://books.toscrape.com/media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg
Travel,7,37.33,37.33,3,Under the Tuscan Sun,https://books.toscrape.com/media/cache/45/21/4521c581ba727f5c835e34860cbf53e5.jpg
Spirituality,7,46.33,46.33,2,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,https://books.toscrape.com/media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg
Mystery,7,25.37,25.37,5,What Happened on Beale Street (Secrets of the South Mysteries #2),https://books.toscrape.com/media/cache/2c/68/2c6857eb1c10995c8b9e77a1804f68cd.jpg
Default,7,22.14,22.14,2,Wildlife of New York: A Five-Borough Coloring Book,https://books.toscrape.com/media/cache/31/58/3158b1c362c0d9646e1696d2ed6c1ae1.jpg
Self Help,7,12.08,12.08,3,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,https://books.toscrape.com/media/cache/73/7e/737e4921bc14d72245aad1f21d7a3eef.jpg
History,8,44.48,44.48,5,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",https://books.toscrape.com/media/cache/43/f2/43f25e9633b587a4052b517cd7b3b4a9.jpg
Food and Drink,8,53.63,53.63,2,32 Yolks,https://books.toscrape.com/media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg
Nonfiction,8,13.2,13.2,3,"A Murder Over a Girl: Justice, Gender, Junior High",https://books.toscrape.com/media/cache/98/e3/98e30c1a7b9f2acd9e44d77e0a7dbff1.jpg
Nonfiction,8,55.06,55.06,4,Being Mortal: Medicine and What Matters in the End,https://books.toscrape.com/media/cache/73/ee/73ee61bd8724a36a83b691bb7b1a70b8.jpg
Nonfiction,8,56.91,56.91,4,Between the World and Me,https://books.toscrape.com/media/cache/35/5f/355fa36362b722a241788d687fbc91af.jpg
Nonfiction,8,19.22,19.22,2,Brazen: The Courage to Find the You That's Been Hiding,https://books.toscrape.com/media/cache/4c/54/4c5479ee2b9edd4b2f22b888d139b08f.jpg
History,8,11.45,11.45,3,Brilliant Beacons: A History of the American Lighthouse,https://books.toscrape.com/media/cache/ba/59/ba5913de7abe0d9dbe9c8128092a52af.jpg
Default,8,37.51,37.51,4,Death by Leisure: A Cautionary Tale,https://books.toscrape.com/media/cache/bb/4e/bb4ec136d9d9e9796e1591ed9adb0e66.jpg
Science,8,28.41,28.41,1,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,https://books.toscrape.com/media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg
Default,8,43.64,43.64,1,Ender's Game (The Ender Quintet #1),https://books.toscrape.com/media/cache/4e/04/4e0497a5aa3d442acef6a3e5d0d3447c.jpg
Young Adult,8,55.65,55.65,5,Future Shock (Future Shock #1),https://books.toscrape.com/media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg
Default,8,52.86,52.86,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,https://books.toscrape.com/media/cache/30/1d/301d6348c94fd869846aeadbeb15dad6.jpg
Nonfiction,8,44.21,44.21,1,I Will Find You,https://books.toscrape.com/media/cache/58/08/58080dbe2c118867331f4ef932ca96c0.jpg
Default,8,56.48,56.48,1,I'll Give You the Sun,https://books.toscrape.com/media/cache/57/a8/57a87a9b1ed0de0e6d1c048f575f327f.jpg
Default,8,20.22,20.22,4,John Vassos: Industrial Design for Modern Life,https://books.toscrape.com/media/cache/e8/d4/e8d47e80b92650728b837930cc578d63.jpg
Philosophy,8,47.13,47.13,1,Kierkegaard: A Christian Missionary to Christians,https://books.toscrape.com/media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg
Music,8,45.05,45.05,5,Kill 'Em and Leave: Searching for James Brown and the American Soul,https://books.toscrape.com/media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg
Default,8,40.72,40.72,2,Left Behind (Left Behind #1),https://books.toscrape.com/media/cache/11/74/11749e999f6ba7b9ef9408c624d1d71a.jpg
Poetry,8,29.04,29.04,5,Les Fleurs du Mal,https://books.toscrape.com/media/cache/3d/32/3d324c0b55c221e9b701d4e772b42ad6.jpg
Nonfiction,8,12.55,12.55,3,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,https://books.toscrape.com/media/cache/06/bf/06bf33339562e138906eef6793ef53cd.jpg
Nonfiction,8,25.06,25.06,2,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",https://books.toscrape.com/media/cache/00/6e/006e242a10f2e27b71edfd1ca8020318.jpg
Nonfiction,8,29.48,29.48,3,Man's Search for Meaning,https://books.toscrape.com/media/cache/97/da/97dac3668fcca2cf5af4e1bb971af546.jpg
Fiction,8,58.54,58.54,2,Miller's Valley,https://books.toscrape.com/media/cache/a8/b9/a8b940d9bf27d6aedad73f0230c14f56.jpg
Young Adult,8,36.39,36.39,5,My Life Next Door (My Life Next Door ),https://books.toscrape.com/media/cache/1a/2c/1a2c80cc391bc1422013e31682c5f649.jpg
Poetry,8,53.64,53.64,5,Out of Print: City Lights Spotlight No. 14,https://books.toscrape.com/media/cache/4c/5a/4c5a559bc2edb79e5d48af4dbc813eb2.jpg
Music,8,31.19,31.19,4,Please Kill Me: The Uncensored Oral History of Punk,https://books.toscrape.com/media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg
Philosophy,8,54.21,54.21,1,Proofs of God: Classical Arguments from Tertullian to Barth,https://books.toscrape.com/media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg
Nonfiction,8,21.82,21.82,3,Rising Strong,https://books.toscrape.com/media/cache/de/5c/de5c4ea75d455748861ce2bc844fb198.jpg
Sequential Art,8,14.1,14.1,5,Roller Girl,https://books.toscrape.com/media/cache/cf/cf/cfcfb88039ddab7d4ae399246529e401.jpg
Young Adult,8,28.93,28.93,1,South of Sunshine,https://books.toscrape.com/media/cache/34/65/3465383539467c7e1787d26c02bca66f.jpg
Business,8,36.91,36.91,1,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,https://books.toscrape.com/media/cache/a5/7e/a57ef7bdbaf704fca07ab6dd125b54f9.jpg
Short Stories,8,35.88,35.88,1,The Grownup,https://books.toscrape.com/media/cache/7e/cc/7ecc23cfaa84fb015a5333f2a5d97f23.jpg
Fiction,8,51.15,51.15,1,The High Mountains of Portugal,https://books.toscrape.com/media/cache/f3/28/f3285723c344576168d60806d266979a.jpg
Default,8,41.39,41.39,2,The Martian (The Martian #1),https://books.toscrape.com/media/cache/2e/58/2e5841f29d7212ba8df7dc1323689318.jpg
Nonfiction,8,28.45,28.45,4,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",https://books.toscrape.com/media/cache/38/ec/38ec5240eb37dfc9ebe54fa7584842ed.jpg
Art,8,43.02,43.02,3,The New Drawing on the Right Side of the Brain,https://books.toscrape.com/media/cache/0a/8f/0a8f6461714ec9868dea0d37c5da5a81.jpg
Default,8,43.62,43.62,5,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),https://books.toscrape.com/media/cache/75/e4/75e444aca5ac86166a55cc7e64f5724f.jpg
Travel,8,36.94,36.94,2,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,https://books.toscrape.com/media/cache/ca/30/ca30b1afe1e76ce7ba1db8176d398e53.jpg
Nonfiction,8,39.36,39.36,2,When Breath Becomes Air,https://books.toscrape.com/media/cache/26/9d/269d1774be6dd9e649c4170fbc8d27eb.jpg
Nonfiction,8,17.76,17.76,1,Why Not Me?,https://books.toscrape.com/media/cache/66/95/6695cfb7ba5e0a6ef995300db6762fb6.jpg
Nonfiction,8,34.06,34.06,3,"Zero to One: Notes on Startups, or How to Build the Future",https://books.toscrape.com/media/cache/f3/00/f30001f2851f82c266e2faa77bcdd924.jpg
Add a comment,9,35.79,35.79,2,23 Degrees South: A Tropical Tale of Changing Whether...,https://books.toscrape.com/media/cache/41/d7/41d75d4206b13bf107e86fa41f21afff.jpg
Add a comment,9,50.49,50.49,3,A Hero's Curse (The Unseen Chronicles #1),https://books.toscrape.com/media/cache/f5/02/f502c42183ea69987a796d2e396b2bab.jpg
Fantasy,9,56.63,56.63,3,A Shard of Ice (The Black Symphony Saga #1),https://books.toscrape.com/media/cache/9d/9b/9d9bf1a3155fb3736d2fe12799dcca95.jpg
Art,9,48.63,48.63,4,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,https://books.toscrape.com/media/cache/87/82/87822798b42545d589822bc712dc38a6.jpg
Nonfiction,9,35.92,35.92,2,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,https://books.toscrape.com/media/cache/58/4a/584ac01e05ae76b1672f25a53384c617.jpg
Spirituality,9,20.91,20.91,1,If I Gave You God's Phone Number....: Searching for Spirituality in America,https://books.toscrape.com/media/cache/91/1a/911a12f954fc65fc4cc0e8a8f8b30750.jpg
Default,9,47.44,47.44,2,Modern Day Fables,https://books.toscrape.com/media/cache/53/da/53da160806b4854283b4477e5bf79522.jpg
Default,9,10.41,10.41,4,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/media/cache/61/7b/617bd5deaa5ea47ae717cb81c9a81ce8.jpg
Childrens,9,25.08,25.08,1,Nap-a-Roo,https://books.toscrape.com/media/cache/b9/43/b9437eda691f483d2174a1b94c8c9d06.jpg
Novels,9,54.81,54.81,5,Suzie Snowflake: One beautiful flake (a self-esteem story),https://books.toscrape.com/media/cache/59/13/5913f74507084d0cd47e2b73fd806f9e.jpg
Young Adult,9,54.4,54.4,1,The Alien Club,https://books.toscrape.com/media/cache/15/7c/157c526f6978d80e039e1362ae898fc8.jpg
Health,9,52.98,52.98,5,The Art and Science of Low Carbohydrate Living,https://books.toscrape.com/media/cache/82/f3/82f3b865f19faad855ec359f86415f79.jpg
Religion,9,24.57,24.57,3,The Book of Mormon,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg
Science,9,55.91,55.91,1,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",https://books.toscrape.com/media/cache/b2/5a/b25a722c3bab8b311454bc251a75334a.jpg
Default,9,16.68,16.68,2,The Flowers Lied,https://books.toscrape.com/media/cache/55/c8/55c84e8714aa026c409ac63dc2a01434.jpg
Food and Drink,9,12.34,12.34,4,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",https://books.toscrape.com/media/cache/c1/87/c187a9eb27d932f862ac06beec15c24c.jpg
Default,9,44.05,44.05,5,The New Brand You: Your New Image Makes the Sale for You,https://books.toscrape.com/media/cache/74/34/74346ce51ac25a32c95ae9dc0d7ca515.jpg
Fiction,9,28.03,28.03,1,The Shack,https://books.toscrape.com/media/cache/4c/ae/4cae2beda2d1c5f851f8971f94fdbc91.jpg
Default,9,11.82,11.82,2,Underlying Notes,https://books.toscrape.com/media/cache/c1/76/c176e12e5d560240086270fa6b762d5d.jpg
Default,9,58.87,58.87,4,Unlimited Intuition Now,https://books.toscrape.com/media/cache/0a/82/0a82c1dfd5b32349b8ce23bf6186553b.jpg
Add a comment,9,58.05,58.05,4,Watchmen,https://books.toscrape.com/media/cache/a0/76/a07621adcf3e13b4d3bcdc0474ab2098.jpg
Add a comment,9,48.27,48.27,5,Without Shame,https://books.toscrape.com/media/cache/6c/21/6c21a47589ec756b9ed27e2f331c08de.jpg
Romance,11,14.75,14.75,5,A Gentleman's Position (Society of Gentlemen #3),https://books.toscrape.com/media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg
Nonfiction,11,19.53,19.53,3,A Mother's Reckoning: Living in the Aftermath of Tragedy,https://books.toscrape.com/media/cache/32/86/32861b2d37c7b8da7bbce3a86a27123b.jpg
Default,11,20.88,20.88,5,Adultery,https://books.toscrape.com/media/cache/f1/3b/f13bef3f1e05d0837bb46956a7a928f1.jpg
Science Fiction,11,21.36,21.36,4,Arena,https://books.toscrape.com/media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg
Business,11,21.59,21.59,5,Born for This: How to Find the Work You Were Meant to Do,https://books.toscrape.com/media/cache/9f/e7/9fe7f6432f216b166cb36f16130f20f6.jpg
Food and Drink,11,20.5,20.5,3,Cravings: Recipes for What You Want to Eat,https://books.toscrape.com/media/cache/7d/b4/7db4a7faaa0ea5134cabbb517bdd6cc7.jpg
Fiction,11,16.34,16.34,3,Daredevils,https://books.toscrape.com/media/cache/79/47/79478ba5ab673fbdfe79a745a14fb9de.jpg
Young Adult,11,51.34,51.34,4,"Exit, Pursued by a Bear",https://books.toscrape.com/media/cache/fc/8c/fc8c996d0976a29c5c37bc11923a02f1.jpg
Womens Fiction,11,48.49,48.49,4,Grey (Fifty Shades #4),https://books.toscrape.com/media/cache/c8/06/c806501c08d2b2cd72f2362a3da6ab80.jpg
Psychology,11,56.27,56.27,3,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg
Womens Fiction,11,20.46,20.46,4,Keep Me Posted,https://books.toscrape.com/media/cache/9c/84/9c845ad6a9d4ecf44d53ac0e3b8f54ae.jpg
Autobiography,11,40.85,40.85,1,Lab Girl,https://books.toscrape.com/media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg
Fiction,11,45.14,45.14,1,Lies and Other Acts of Love,https://books.toscrape.com/media/cache/8f/26/8f269de5ec7cef02e538eb0466c68f0c.jpg
Historical Fiction,11,17.28,17.28,2,Lilac Girls,https://books.toscrape.com/media/cache/c0/80/c080a1626edf581b780420db13e7b074.jpg
Autobiography,11,27.18,27.18,1,M Train,https://books.toscrape.com/media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg
Nonfiction,11,16.89,16.89,5,"Mother, Can You Not?",https://books.toscrape.com/media/cache/88/b4/88b464746c5882cc605827a0521ddcea.jpg
Fiction,11,13.34,13.34,2,Mothering Sunday,https://books.toscrape.com/media/cache/9b/1a/9b1a03d05c16c71050daefad8840ec91.jpg
Science Fiction,11,48.74,48.74,1,Sleeping Giants (Themis Files #1),https://books.toscrape.com/media/cache/ac/a5/aca5de2e61ca2754de496a75dea25f91.jpg
Romance,11,53.98,53.98,3,Take Me Home Tonight (Rock Star Romance #3),https://books.toscrape.com/media/cache/33/72/337240d247fdf020755566e4477e17ca.jpg
Business,11,21.0,21.0,3,The Art of Startup Fundraising,https://books.toscrape.com/media/cache/67/e8/67e81a7a82578a919a48816330836090.jpg
Fiction,11,59.45,59.45,1,The Improbability of Love,https://books.toscrape.com/media/cache/7c/c3/7cc38fa8812d931bf38b10b7d91b4266.jpg
Nonfiction,11,11.68,11.68,4,"The Sleep Revolution: Transforming Your Life, One Night at a Time",https://books.toscrape.com/media/cache/b7/6a/b76a8c5c12390d9259b6235115ebf024.jpg
Mystery,11,27.26,27.26,2,The Widow,https://books.toscrape.com/media/cache/e4/37/e43737572b04c7ad28b35f3da29eb8dd.jpg
Default,11,48.39,48.39,2,Troublemaker: Surviving Hollywood and Scientology,https://books.toscrape.com/media/cache/b3/f9/b3f9298d93e133db3e178d7c2d4130af.jpg
Food and Drink,12,38.77,38.77,1,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",https://books.toscrape.com/media/cache/f4/9c/f49c0d70aedc01b5eb0988d35c77550c.jpg
Historical Fiction,12,39.01,39.01,4,A Paris Apartment,https://books.toscrape.com/media/cache/b3/d9/b3d90aca157d5a250becc8b255a37251.jpg
Mystery,12,59.48,59.48,3,Boar Island (Anna Pigeon #19),https://books.toscrape.com/media/cache/91/8c/918c2c95ae90495cdb0371a22b726d82.jpg
